title,price,thumbnail,category,description,url,author
"Ekonomsko poreklo diktature i demokratije","2.444 rsd","https://www.korisnaknjiga.com/photo/books0043/p042791c0.jpg","Knjige o biznisu","Zašto su neke zemlje demokratske a neke nisu i
zašto se u nekim zemljama demokratija konsoliduje
i održi, dok se u drugim iz demokratije prelazi
u diktaturu? To su stara pitanja i na njih
teoretičari društva daju različite odgovore. Ova i
brojna druga pitanja su i predmet knjige „Ekonomsko
poreklo diktature i demokratije“ Darona Ačemoglua i
Džejmsa A. Robinsona (Zavod za udžbenike, Beograd, 2013). U
ovoj opsežnoj knjizi je ponuđen nov analitički pristup,
ili kako kažu sami autori, predstavljena je sistematska
formalna analiza stvaranja i održanja demokratije.
Ačemoglu i Robinson ističu: „Naša analiza tih pitanja
je u tradiciji formalne političke ekonomije; stoga mi tragamo za jedinstvenim unificiranim objašnjenjima kompleksnih društvenih pojava.“

Najpre su predstavljena četiri tipska slučaja: Bri-
tanija (konsolidovana demokratija), Argentina (nekonsolidovana demokratija koja može lako da posrne u nedemokratiju),Singapur (stabilna nedemokratija koja je
održiva bez represije) i Južna Afrika (nedemokratija koja se ne može održati bez represije). Demokratija je, smatraju autori, konsolidovana ako su institucije koje
je karakterišu trajne. Ova uvodna anali-
za nije tehnička, a pored ostalog predstavlja
i odličan pregled relevantne literatu-
re o demokratiji u poslednjih četrdesetak
godina.

Autori ističu tri ključne tačke u svom pristupu: zasnivanje na ekonomiji (pomenimo i to da Ačemoglu
spada među najutucajnije svetske ekonomiste srednje generacije); naglašavanje važnosti konflikta i obavezivanja. Interesne grupe koje oblikuju politički život su u konfliktu, tako da se distributivni konflikti (preraspodelom
jedni dobijaju a drugi gube) nalaze u samoj srži razumevanja demokratije i državnih udara. Poseban problem je obavezivanje: kako
da se oni koji imaju političku vlast kredibilno obavežu
onima koji je nemaju.
Nakon toga autori prelaze na formalnu analizu.
Matematička analiza bilo koje kompleksne teme zahteva
drastična pojednostavljenja, što je bio slučaj i u ovoj
knjizi. Društvo čine dve grupe: elita i građani (kasnije
je u analizu uvedena i srednja klasa). Građani su brojniji,
a elita raspolaže većim udelom u ekonomskom bogatstvu
društva. Nedemokratija je opisana kao slučaj kada samo
jedan podskup pojedinaca - elita - ima politička prava.
Shodno strukturi problema koji je predmet analize
teorija igara se nametnula kao neizbežno analitičko
sredstvo. Primenjene su dinamičke igre i koncepti
ravnoteže koje ovakvi tipovi igara podrazumevaju.
Pojedinci i grupe se ponašaju strateški u zavisnosti
od individualne motivacije i podsticaja. Oni imaju
preferencije u odnosu na različite političke
institucije. Političke institucije su trajne i utiču na
političke akcije i političku ravnotežu u budućnosti.
One zapravo regulišu buduću alokaciju političke vlasti.
Ačemoglu i Robinson izlažu svoj model
demokratizacije i pokazuju kako demokratizacija kreira
kredibilno obavezivanje na buduću redistribuciju
tako što prenosi moć većini u društvu. S druge strane,
zaključuju i to da demokratizacija može da bude odgovor
elite suočene sa kredibilnom revolucionarnom pretnjom
većine. Elita se odlučuje na demokratizaciju kada je
pretnja revolucijom iznad određenog nivoa, a represija
dovoljno skupa. Ponudili su i model državnih udara
protiv demokratije, kao i uslove pod kojima
se demokratija konsoliduje. Nakon toga
Ačemoglu i Robinson primenjuju osnovne
modele u različitim kontekstima i unose
nove elemente u analizu (uloga srednje
klase, uticaj međunarodne trgovine,
mobilnosti faktora proizvodnje,
globalizacije i slično). Brojni faktori
utiču na demokratizaciju, a neki od njih
su: međugrupna nejednakost, političke
institucije, struktura ekonomije, priroda i
stepen globalizacije.
Iako je analiza u ovoj knjizi visoko
formalizovana u njoj će naći brojne
zanimljive detalje i oni kojima
matematika nije pri srcu. Da bi
se u celosti ispratila izneta
argumentacija, potrebno je solidno
znanje mikroekonomije i teorije
igara. Kolika je moć modela koje su
autori ponudili ostaje za raspravu.
U svakom slučaju reč je o knjizi
koja neće ostati nezapažena i
koja će podstaći nova teorijska i
empirijska istraživanja

Recenzija knjige: Božo Stojanović, Nin 2014","ekonomsko-poreklo-diktature-i-demokratije-naslov-42791","Džejms A. Robinson, Daron Ačemoglu"
"Racionalni izbor","3.878 rsd","https://www.korisnaknjiga.com/photo/books0043/p042787c0.jpg","Knjige o biznisu","Svrha je ove knjige je da upozna čitaoce sa nekim od osnovnih saznanja teorije racionalnog izbora, oslanjajući se na formalne teorije mikroekonomije, odluke, igara i društvenog izbora, kao i na ideje razvijene u filozofiji, psihologiji i sociologiji.
Modeli racionalnog izbora pokazali su da su dovoljno fleksibilni da uključe mnoge pojave koje ekonomska teorija u užem smislu ne može da objasni. Ti modeli su takođe pružili važne uvide u srodne oblasti kao što su politikologija, biologija i informatika. Dotičući se nekih od najstarijih problema u filozofiji i imajući efekat upotrebe matematičkih alata, paradigma racionalnog izbora je osnova za razumevanje ponašanja ljudi i društva, ekonomija i naroda, organizama i vrsta. Isto tako, neophodna je za optimalno dizajniranje društvenih institucija, kao i automatizovanih sistema.
Racionalni izbor pruža jasan i pristupačan uvod u teoriju racionalnog individualnog donošenja odluka, kao i kratak pogled na teoriju igara, društveni izbor i tržišnu ravnotežu. Knjiga dobro opisuje rizik i nesigurnost, pri čemu kombinuje lucidne opise standardne teorije s nešto rasprave o njenim ograničenjima. Moje iskrene preporuke! (Drew Fudenberg, Ekonomski fakultet, Univerzitet Harvard)
Racionalni izbor jasan je, kompletan i oštrouman uvod u ekonomsku teoriju. Fokus je na pojmovima, a ne na matematici. Uvodi čitaoca u osnove te oblasti, uporedo uključujući i spoznaje iz filozofije, psihologije i sociologije. (Amanda Friedenberg, Poslovna škola W.P. Carey, Univerzitet Arizona State)","racionalni-izbor-naslov-42787","Itzhak Gilboa"
"Bumerang - putovanje u novi trijeći svijet","4.943 rsd","https://www.korisnaknjiga.com/photo/books0043/p042669c0.jpg","Knjige o biznisu","Cunami jeftinih kredita koji se zavrteo Zemljom između 2002. i 2008. godine bio je, zapravo mnogo više, od običnog finansijskog fenomena: bio je poput iskušenja, nudeći čitavim društvima mogućnost da otkriju sve aspekte svog pravog karaktera. Grci su želeli da pretvore svoju zemlju u pinjatu napunjenu novcem i da dopuste što većoj masi ljudi da udara po njoj. Nemci su želeli da budu više Nemci, Irci su želeli da prestanu da budu Irci. 

Zaštitni znak najprodavanije knjige Michaela Lewisa jeste da ispriča važnu i složenu priču kroz preterano velike likove i toliko neverovatno čudne da biste mogli da pomislite da su izmišljeni. Niste bili u pravu. Na ovim stranicama upoznajemo genijalnog monaha koji je shvatio kako da izigra grčki kapitalizam kako bi spasio svoj manastir od propasti, ribolovca na bakalare koji nakon trodnevne obuke postaje trgovac valutama u jednoj islandskoj banci, i irskog graditelja nekretnina toliko ogorčenog na propast svog poslovanja da prevali celu zemlju kako bi napao irski parlament sa svojom građevinskom opremom. 

Istraživanje Michaela Lewisa o balonima van naše obale je briljantno i toliko tragikomično da vodi čitaoca do ugodnog samozadovoljstva: Oh, ti ludi stranci. Ali, kada se Lewis nemilosrdno osvrne na Kaliforniju i Vašington, vidimo da se priča kritički veže s humorom, i razumemo odbrojavanje koje očekuje i najveću i najpohlepniju dužničku naciju. 

„Michael Lewis poseduje retku sposobnost pripovedača da bilo koji predmet učini ujedno i lucidnim i uverljivim... Oštra priča koja ostavlja čitaoce s brutalnim shvatanjem fiskalnog nemara koji leži u pozadini današnjih novinskih naslova.” 
Michiko Kakutani, New York Times 

„Što su složenija vremena, više su bitni oni koji demistifikuju. Ovo je zaista složeno doba. Zato odajmo priznanje simpatičnom, večnom geniju Michaelu Lewisu: onome koji je objasnio stvari.” 
Kyle Smith, Forbes 

„Lewisov redak dar kao vodiča kroz svet zamena za kreditne rizike i inostranih dugova ne proizlazi samo iz njegovog dubokog razumevanja kako finansijski sistem funkcioniše, već i iz njegovog umeća vrsnog pripovedača, njegove sposobnosti da prepriča veću priču kroz fascinantne ljudske priče o pohlepi, preterivanju i samoobmani.” 
Chuck Leddy, Boston Globe","bumerang-putovanje-u-novi-trijeci-svijet-naslov-42669","Michael Lewis"
"Oklada stoljeća","4.943 rsd","https://www.korisnaknjiga.com/photo/books0043/p042667c0.jpg","Knjige o biznisu","Stvaran, tihi krah, dogodio se tokom prošle godine, na bizarnim feeder tržištima na kojima sunce ne sije, a SEC se ne usudi ili ne trudi da ode. Pametni ljudi koji su shvatali šta se događalo ili se moglo dogoditi bili su paralizovani nadom i strahom; u svakom slučaju, nisu govorili. Ključno pitanje je: ko je razumeo rizik ugrađen u pretpostavku kontinuiranog rasta cena nekretnina, rizik koji se dnevno umnožavao stvaranjem tih ezoteričnih vrednosnih papiri koji su bili široko bazirani na hrpama sumnjivih hipoteka? Michael Lewis preokreće istragu kako bi stvorio svežu priču vođenu stvarnim osobama punu ogorčenosti i crnog humora, prikladan nastavak svom bestselleru Liar""s Poker. 
  
„Dvadeset godina nakon Liar""s Pokera, Lewis prenosi svoj instinkt za komediju i osećaj čuđenja na događaje koji su doveli do 2008., kada je ?stvarnost konačno porazila percepcije”. 
Bloomberg.com 

„Šaljivo delo: priča o opkoljenim malim ljudima u sukobu s čudovišnim bankama i menadžerima fondova koji na kraju pobeđuju. … Ovo je revnosno iznesena i predivno napisana knjiga. Nema baš mnogo razloga da budemo srećni zbog svetske finansijske krize, ali ovo je jedan: Michaela Lewisa je vratila njegovim korenima i pokazala verojatno najbolji pojedinačni primer finansijskog novinarstva ikad napisan.” 
Felix Salmon, Reutersov blog, Barnes & Noble Review 

„Priča o slomu je, pretežno, priča o neuspehu. Ali Lewis je uspeo da pronađe investitore koji su ostvarili bogatstva nepopularnim, proračunatim klađenjem na finansijski raspad … [On] gradi priču koja je smešna, pronicljiva, protkana vulgarnostima i otkrivajuća – prepuna gubitnika za čije oslobođenje i bogaćenje na kraju navijamo.” 
New York Times Book Review 

„Lewis je krizu pretvorio u istinski finansijski triler koji prikazuje pohlepu, nemar, prevare, nesposobnost i oholost Wall Streeta. I stručnim i nestručnim čitaocima ova dinamična, zanimljiva priča će ne samo da rasvetli događaje nego će ih i uznemiriti.” 
Library Journal 
Ostali naslovi koji sad","oklada-stoljeca-naslov-42667","Michael Lewis"
"Preispitivanje evropskog lobiranja","484 rsd","https://www.korisnaknjiga.com/photo/books0043/p042666c0.jpg","Knjige o biznisu","Uz učešće 75 lidera evropskog poslovanja","preispitivanje-evropskog-lobiranja-naslov-42666","Danijel Gegan"
"Paradoks globalizacije","2.200 rsd","https://www.korisnaknjiga.com/photo/books0042/p041417c0.jpg","Knjige o biznisu","Poznati ekonomista Deni Rodrik zaokružio je svoja istraživanja globalizacije i zaključio da nije moguće imati i demokratiju, i nacionalno samoodređenje i potpunu globalizaciju, već samo dva od tri ponuđena. Stoga on zagovara demokratiju i samoodređenje i sugeriše kako bi trebalo promeniti postojeći koncept svetske globalizacije. Ova knjiga, bogata istorijskim opservacijama, utiče na stanje duha i predstavlja važan doprinos postkriznom preispitivanju ekonomsko-političkog ustrojstva sveta.","paradoks-globalizacije-naslov-41417","Deni Rodrik"
"Tajne hrama","2.963 rsd","https://www.korisnaknjiga.com/photo/books0042/p041116c0.jpg","Knjige o biznisu","Knjiga američkog novinara Williama Greidera uzbunila je Washington i Wall Street. Ona je kronika velikog kraha burze 1987. godine; također je i kronika neviđenih političkih borbi koje su dovele do financijske krize. To je priča iznutra kako Federalne rezerve, ustanova daleka i misteriozna većini Amerikanaca, zapravo vode zemlju. Velika moć FED-a bila je zakriljena od pomnog ispitivanja FED-ovom promišljenom misterioznošću i poslovnom tajnovitošću. Sada u ovoj prelomnoj Greiderovoj knjizi, veo tajni je skinut. Po prvi put upoznajemo državnu instituciju koja je na neki način, tajnovitija i od CIA-e i utjecajnija od predsjednika SAD i Kongresa. Temeljeći svoj rad na izvještajima iz prve ruke, eminentni reporter daje unutarnji, zaokruženi portret rada centralne banke koja nezavisno postavlja smjer američkoj ali i svjetskoj ekonomiji. Središnja ličnost knjige je Paul Volcker, spartanski tehnokrat goleme inteligencije, koji je kao predsjednik Federalnih rezervi konstantno nadjačavao političke oponente svojom jakom voljom, preuzevši kontrolu ekonomskih promjena osamdesetih godina.","tajne-hrama-naslov-41116","William Greider"
"Novi Levijatan","2.495 rsd","https://www.korisnaknjiga.com/photo/books0042/p041106c0.jpg","Knjige o biznisu","Ovo izdanje predstavlja izbor iz Navilleovog peterotomnog djela Novi Levijatan i to s gledišta onih problema koji su važni za našu teorijsku misao i praksu. Između ostalog, Naville analizira probleme socijalističke tržišne ekonomije i njenih proturječnosti, odnos birokratskih struktura prema ostalim sektorima društva, probleme odnosa proizvodnog i neproizvodnog rada, teorije oligarhijske i birokratske eksploatacije. Karakteristika je Navilleova pristupa društvu često oslanjanje na klasična filozofska djela kao inspiracija za produbljena sociološka razmatranja problema razmjene, klasne strukture, politike, dostupnosti kulturnih produkata. Naville nalazi ponajprije oslonac u djelima Marxa i Hegela. Posebnu pažnju posvećuje suvremenim teorijama koje su predmet spora među marksistima. Stoga je ovaj izbor koji je načinio dr. Rudi Supek, važan izvor informacija za sve one koji se bave problemima suvremenog socijalizma.","novi-levijatan-naslov-41106","Pierre Naville"
"Teorija tržišta i cijena","2.597 rsd","https://www.korisnaknjiga.com/photo/books0041/p040676c0.jpg","Knjige o biznisu","Knjiga Teorija tržišta i cijena Smiljana Jurina i Jasminke Šohinger, sveučilišni je udžbenik koji nastoji studentima približiti što adekvatniji pristup analizi funkcija tržišta, određenosti cijena i outputa, efikasnosti tržišta u različitim konstalacijama suvremenih privrednih sustava, te djelovanju tržišnih mehanizama. Knjiga može poslužiti svim sudionicima u procesu poslovnog odlučivanja, kao i svim onima koji na različitim razinama saznanja i potreba djelatnosti koje profesionalno obavljaju traže odgovore na ove najkonkretnije i zato najsloženije ekonomske pojave. Udžbenik ima pet poglavlja: pristupna razmatranja, određenost potražnje, određenost ponude, ravnoteža i određenost cijene i outputa u različitim tržišnim stanjima, te opća ravnoteža i ekonomika blagostanja.","teorija-trzista-i-cijena-naslov-40676","Smiljan Jurin, Jasminka Šohinger"
"Tranzicija i razvoj privrede","362 rsd","https://www.korisnaknjiga.com/photo/books0040/p039335c0.jpg","Knjige o biznisu","Put za privredni oporavak","tranzicija-i-razvoj-privrede-naslov-39335","Slavko O. Karavidić"
"Osnovi ekonomije","1.380 rsd","https://www.korisnaknjiga.com/photo/books0145/p144914c0.jpg","Knjige o biznisu","Nemenjeno studentima Kriminalističko-policijske akademije.","osnovi-ekonomije-naslov-144914","Goran B. Milošević"
"Ekonomika i organizacija grafičkih preduzeća","502 rsd","https://www.korisnaknjiga.com/photo/books0116/p115751c0.jpg","Knjige o biznisu","Iz sadržaja:

Predgovor

UVOD

Pojam i predmet izučavanja ekonomike preduzeća
Pojam i predmet izučavanja organizacije preduzeća
Privreda, grafička industrija i grafičko preduzeće kao predmet izučavanja ekonomske nauke
Privreda i karakteristike njene podele
Karakteristike grafičke industrije i njenih proizvoda
Spoljnotrgovinska razmena
Strategija razvoja i oporavak grafičke industrije
Glavne karakteristike ekonomske grafičke industrije
Karakteristike organizacije rada i drugih naučnih disciplina
Metode izučavanja ekonomike preduzeća i organizacije rada
Razvoj ekonomike preduzeća i organizacije rada

I DEO

PREDUZEĆE KAO OSNOVNI EKONOMSKI SUBJEKT PRIREĐIVANJA

Karakteristike preduzeća kao osnovnog subjekta privređivanja
Razvojni put organizovanja preduzeća
Pravna i ekonomska obeležja preduzeća
Položaj preduzeća u privrednom sistemu
Ciljevi i zadaci preduzeća
Činioci preduzeća
Oblici preduzeća
Kriterijumi veličine preduzeća
Poslovno udruživanje i drugi oblici povezivanja preduzeća 
Privredne komore
Statusne promene i prestanak rada preduzeća

II DEO

KARAKTERISTIKE ORGANIZACIJE RADA PROIZVODNIH PREDUZEĆA

Faktori organizacije rada preduzeća
Unutrašnji faktori
Spoljašnji faktori
Načela organizacije rada preduzeća
Metode nauke o organizaciji rada
Standardizacija i tipizacija proizvoda i usluga u preduzeću
Obaveštavanje u preduzeću
Organizaciona struktura preduzeća","ekonomika-i-organizacija-grafickih-preduzeca-naslov-115751","Igor Ristić"
